sigla_uf,nome_municipio,codigo_ibge,mais_comum,candidaturas,n_mais_comum
PE,CORTÊS,2604809,BRANCA,4,3
PE,CUMARU,2604908,PARDA,3,3
PE,CUPIRA,2605004,BRANCA,3,2
PE,CUSTÓDIA,2605103,VÁRIAS,2,1
PE,DORMENTES,2605152,BRANCA,2,2
PE,ESCADA,2605202,BRANCA,6,4
PE,EXU,2605301,VÁRIAS,2,1
PE,FEIRA NOVA,2605400,VÁRIAS,2,1
PE,FERREIROS,2605509,BRANCA,2,2
PE,FLORES,2605608,BRANCA,3,2
PE,FLORESTA,2605707,BRANCA,3,2
PE,FREI MIGUELINHO,2605806,BRANCA,3,3
PE,GAMELEIRA,2605905,BRANCA,3,3
PE,GARANHUNS,2606002,BRANCA,7,4
PE,GLÓRIA DO GOITÁ,2606101,BRANCA,3,3
PE,GOIANA,2606200,PARDA,4,2
PE,GRANITO,2606309,VÁRIAS,2,1
PE,GRAVATÁ,2606408,VÁRIAS,4,2
PE,IATI,2606507,BRANCA,4,3
PE,IBIMIRIM,2606606,PARDA,2,2
PE,IBIRAJUBA,2606705,BRANCA,2,2
PE,IGARASSU,2606804,BRANCA,3,3
PE,IGUARACI,2606903,PARDA,2,2
PE,ILHA DE ITAMARACÁ,2607604,BRANCA,7,4
PE,INAJÁ,2607000,PARDA,3,3
PE,INGAZEIRA,2607109,PARDA,2,2
PE,IPOJUCA,2607208,PARDA,6,5
PE,IPUBI,2607307,BRANCA,2,2
PE,ITACURUBA,2607406,VÁRIAS,2,1
PE,ITAÍBA,2607505,VÁRIAS,2,1
PE,ITAMBÉ,2607653,PARDA,3,3
PE,ITAPETIM,2607703,VÁRIAS,2,1
PE,ITAPISSUMA,2607752,VÁRIAS,2,1
PE,ITAQUITINGA,2607802,PARDA,7,4
PE,JABOATÃO DOS GUARARAPES,2607901,BRANCA,11,7
PE,JAQUEIRA,2607950,VÁRIAS,2,1
PE,JATAÚBA,2608008,PARDA,3,3
PE,JATOBÁ,2608057,BRANCA,3,2
PE,JOÃO ALFREDO,2608107,VÁRIAS,2,1
PE,JOAQUIM NABUCO,2608206,VÁRIAS,2,1
PE,JUCATI,2608255,BRANCA,2,2
PE,JUPI,2608305,BRANCA,1,1
PE,JUREMA,2608404,BRANCA,2,2
PE,LAGOA DE ITAENGA,2608503,PARDA,3,2
PE,LAGOA DO CARRO,2608453,BRANCA,4,2
PE,LAGOA DO OURO,2608602,BRANCA,3,2
PE,LAGOA DOS GATOS,2608701,BRANCA,5,3
PE,LAGOA GRANDE,2608750,VÁRIAS,2,1
PE,LAJEDO,2608800,VÁRIAS,3,1
PE,LIMOEIRO,2608909,VÁRIAS,4,2
PE,MACAPARANA,2609006,BRANCA,4,3
PE,MACHADOS,2609105,BRANCA,3,2
PE,MANARI,2609154,PARDA,2,2
PE,MARAIAL,2609204,BRANCA,4,3
PE,MIRANDIBA,2609303,BRANCA,4,2
PE,MOREILÂNDIA,2614303,VÁRIAS,2,1
PE,MORENO,2609402,PARDA,7,5
PE,NAZARÉ DA MATA,2609501,VÁRIAS,4,2
PE,OLINDA,2609600,BRANCA,10,5
PE,OROBÓ,2609709,VÁRIAS,2,1
PE,OROCÓ,2609808,PARDA,3,2
PE,OURICURI,2609907,BRANCA,5,3
PE,PALMARES,2610004,BRANCA,9,5
PE,PALMEIRINA,2610103,PARDA,5,3
PE,PANELAS,2610202,VÁRIAS,2,1
PE,PARANATAMA,2610301,VÁRIAS,4,2
PE,PARNAMIRIM,2610400,PARDA,2,2
PE,PASSIRA,2610509,PARDA,5,3
PE,PAUDALHO,2610608,BRANCA,4,3
PE,PAULISTA,2610707,BRANCA,10,6
PE,PEDRA,2610806,BRANCA,2,2
PE,PESQUEIRA,2610905,VÁRIAS,3,1
PE,PETROLÂNDIA,2611002,PARDA,5,3
PE,PETROLINA,2611101,PARDA,6,3
PE,POÇÃO,2611200,VÁRIAS,2,1
PE,POMBOS,2611309,BRANCA,6,5
PE,PRIMAVERA,2611408,SEM INFORMAÇÃO,4,2
PE,QUIPAPÁ,2611507,BRANCA,2,2
PE,QUIXABA,2611533,VÁRIAS,2,1
PE,RECIFE,2611606,BRANCA,11,9
PE,RIACHO DAS ALMAS,2611705,BRANCA,3,2
PE,RIBEIRÃO,2611804,VÁRIAS,4,2
PE,RIO FORMOSO,2611903,BRANCA,4,4
PE,SAIRÉ,2612000,BRANCA,2,2
PE,SALGADINHO,2612109,PARDA,2,2
PE,SALGUEIRO,2612208,PARDA,5,4
PE,SALOÁ,2612307,VÁRIAS,2,1
PE,SANHARÓ,2612406,VÁRIAS,2,1
PE,SANTA CRUZ,2612455,BRANCA,2,2
PE,SANTA CRUZ DA BAIXA VERDE,2612471,VÁRIAS,2,1
PE,SANTA CRUZ DO CAPIBARIBE,2612505,PARDA,3,2
PE,SANTA FILOMENA,2612554,BRANCA,3,2
PE,SANTA MARIA DA BOA VISTA,2612604,PARDA,3,2
PE,SANTA MARIA DO CAMBUCÁ,2612703,BRANCA,3,3
PE,SANTA TEREZINHA,2612802,PARDA,4,3
PE,SÃO BENEDITO DO SUL,2612901,BRANCA,2,2
PE,SÃO BENTO DO UNA,2613008,BRANCA,5,3
PE,SÃO CAITANO,2613107,PARDA,8,5
PE,SÃO JOÃO,2613206,PARDA,3,2
PE,SÃO JOAQUIM DO MONTE,2613305,BRANCA,3,2
PE,SÃO JOSÉ DA COROA GRANDE,2613404,BRANCA,4,2
PE,SÃO JOSÉ DO BELMONTE,2613503,BRANCA,3,2
PE,SÃO JOSÉ DO EGITO,2613602,BRANCA,4,3
PE,SÃO LOURENÇO DA MATA,2613701,BRANCA,7,4
PE,SÃO VICENTE FERRÉR,2613800,VÁRIAS,3,1
PE,SERRA TALHADA,2613909,PARDA,4,3
PE,SERRITA,2614006,VÁRIAS,2,1
PE,SERTÂNIA,2614105,BRANCA,2,2
PE,SIRINHAÉM,2614204,VÁRIAS,5,2
PE,SOLIDÃO,2614402,VÁRIAS,2,1
PE,SURUBIM,2614501,BRANCA,7,4
PE,TABIRA,2614600,PARDA,3,2
PE,TACAIMBÓ,2614709,PARDA,3,2
PE,TACARATU,2614808,VÁRIAS,2,1
PE,TAMANDARÉ,2614857,VÁRIAS,5,2
PE,TAQUARITINGA DO NORTE,2615003,BRANCA,3,3
PE,TEREZINHA,2615102,BRANCA,1,1
PE,TERRA NOVA,2615201,VÁRIAS,2,1
PE,TIMBAÚBA,2615300,BRANCA,5,3
PE,TORITAMA,2615409,PARDA,5,4
PE,TRACUNHAÉM,2615508,VÁRIAS,3,1
PE,TRINDADE,2615607,VÁRIAS,3,1
PE,TRIUNFO,2615706,PARDA,3,2
PE,TUPANATINGA,2615805,VÁRIAS,4,2
PE,TUPARETAMA,2615904,BRANCA,3,2
PE,VENTUROSA,2616001,PARDA,2,2
PE,VERDEJANTE,2616100,VÁRIAS,2,1
PE,VERTENTE DO LÉRIO,2616183,BRANCA,3,2
PE,VERTENTES,2616209,BRANCA,3,3
PE,VICÊNCIA,2616308,PARDA,3,2
PE,VITÓRIA DE SANTO ANTÃO,2616407,BRANCA,7,4
PE,XEXÉU,2616506,VÁRIAS,2,1
PI,ACAUÃ,2200053,BRANCA,2,2
PI,AGRICOLÂNDIA,2200103,VÁRIAS,2,1
PI,ÁGUA BRANCA,2200202,PARDA,5,4
PI,ALAGOINHA DO PIAUÍ,2200251,BRANCA,2,2
PI,ALEGRETE DO PIAUÍ,2200277,PARDA,2,2
PI,ALTO LONGÁ,2200301,PARDA,2,2
PI,ALTOS,2200400,PARDA,3,2
PI,ALVORADA DO GURGUÉIA,2200459,PARDA,2,2
PI,AMARANTE,2200509,VÁRIAS,3,1
PI,ANGICAL DO PIAUÍ,2200608,PARDA,3,3
PI,ANÍSIO DE ABREU,2200707,VÁRIAS,2,1
PI,ANTÔNIO ALMEIDA,2200806,PARDA,3,2
PI,AROAZES,2200905,VÁRIAS,2,1
PI,AROEIRAS DO ITAIM,2200954,VÁRIAS,2,1
PI,ARRAIAL,2201002,PARDA,2,2
PI,ASSUNÇÃO DO PIAUÍ,2201051,BRANCA,2,2
PI,AVELINO LOPES,2201101,PARDA,2,2
PI,BAIXA GRANDE DO RIBEIRO,2201150,PRETA,3,2
PI,BARRA D'ALCÂNTARA,2201176,VÁRIAS,2,1
PI,BARRAS,2201200,PARDA,6,5
PI,BARREIRAS DO PIAUÍ,2201309,BRANCA,2,2
PI,BARRO DURO,2201408,PARDA,4,3
PI,BATALHA,2201507,PARDA,2,2
PI,BELA VISTA DO PIAUÍ,2201556,BRANCA,2,2
PI,BELÉM DO PIAUÍ,2201572,PARDA,3,2
PI,BENEDITINOS,2201606,VÁRIAS,2,1
PI,BERTOLÍNIA,2201705,VÁRIAS,2,1
PI,BETÂNIA DO PIAUÍ,2201739,BRANCA,4,3
PI,BOA HORA,2201770,PARDA,3,3
PI,BOCAINA,2201804,VÁRIAS,2,1
PI,BOM JESUS,2201903,BRANCA,3,2
PI,BOM PRINCÍPIO DO PIAUÍ,2201919,PARDA,4,3
PI,BONFIM DO PIAUÍ,2201929,PARDA,2,2
PI,BOQUEIRÃO DO PIAUÍ,2201945,PARDA,3,3
PI,BRASILEIRA,2201960,VÁRIAS,2,1
PI,BREJO DO PIAUÍ,2201988,BRANCA,3,2
PI,BURITI DOS LOPES,2202000,VÁRIAS,2,1
PI,BURITI DOS MONTES,2202026,VÁRIAS,2,1
PI,CABECEIRAS DO PIAUÍ,2202059,PARDA,3,2
PI,CAJAZEIRAS DO PIAUÍ,2202075,VÁRIAS,2,1
PI,CAJUEIRO DA PRAIA,2202083,PARDA,5,5
PI,CALDEIRÃO GRANDE DO PIAUÍ,2202091,VÁRIAS,2,1
PI,CAMPINAS DO PIAUÍ,2202109,PARDA,3,2
PI,CAMPO ALEGRE DO FIDALGO,2202117,PARDA,5,4
PI,CAMPO GRANDE DO PIAUÍ,2202133,VÁRIAS,2,1
PI,CAMPO LARGO DO PIAUÍ,2202174,VÁRIAS,2,1
PI,CAMPO MAIOR,2202208,PARDA,5,5
PI,CANAVIEIRA,2202251,PARDA,5,3
PI,CANTO DO BURITI,2202307,VÁRIAS,2,1
PI,CAPITÃO DE CAMPOS,2202406,PARDA,2,2
PI,CAPITÃO GERVÁSIO OLIVEIRA,2202455,BRANCA,2,2
PI,CARACOL,2202505,BRANCA,3,2
PI,CARAÚBAS DO PIAUÍ,2202539,VÁRIAS,2,1
PI,CARIDADE DO PIAUÍ,2202554,BRANCA,1,1
PI,CASTELO DO PIAUÍ,2202604,VÁRIAS,2,1
PI,CAXINGÓ,2202653,VÁRIAS,2,1
PI,COCAL,2202703,PARDA,3,2
PI,COCAL DE TELHA,2202711,PARDA,2,2
PI,COCAL DOS ALVES,2202729,PARDA,2,2
PI,COIVARAS,2202737,PARDA,2,2
PI,COLÔNIA DO GURGUÉIA,2202752,PARDA,4,3
PI,COLÔNIA DO PIAUÍ,2202778,BRANCA,2,2
PI,CONCEIÇÃO DO CANINDÉ,2202802,PARDA,3,2
PI,CORONEL JOSÉ DIAS,2202851,PARDA,2,2
PI,CORRENTE,2202901,PARDA,3,2
PI,CRISTALÂNDIA DO PIAUÍ,2203008,PARDA,3,3
PI,CRISTINO CASTRO,2203107,VÁRIAS,3,1
PI,CURIMATÁ,2203206,VÁRIAS,2,1
PI,CURRAIS,2203230,PARDA,4,2
PI,CURRAL NOVO DO PIAUÍ,2203271,VÁRIAS,2,1
PI,CURRALINHOS,2203255,PARDA,3,3
PI,DEMERVAL LOBÃO,2203305,PARDA,2,2
PI,DIRCEU ARCOVERDE,2203354,PARDA,2,2
PI,DOM EXPEDITO LOPES,2203404,PARDA,4,3
PI,DOM INOCÊNCIO,2203453,VÁRIAS,2,1
PI,DOMINGOS MOURÃO,2203420,BRANCA,3,2
PI,ELESBÃO VELOSO,2203503,PARDA,2,2
PI,ELISEU MARTINS,2203602,PARDA,3,2
PI,ESPERANTINA,2203701,BRANCA,4,3
PI,FARTURA DO PIAUÍ,2203750,PARDA,3,3
PI,FLORES DO PIAUÍ,2203800,PARDA,2,2
PI,FLORESTA DO PIAUÍ,2203859,VÁRIAS,2,1
PI,FLORIANO,2203909,VÁRIAS,3,1
PI,FRANCINÓPOLIS,2204006,PARDA,2,2
PI,FRANCISCO AYRES,2204105,VÁRIAS,2,1
PI,FRANCISCO MACEDO,2204154,BRANCA,2,2
PI,FRANCISCO SANTOS,2204204,VÁRIAS,2,1
PI,FRONTEIRAS,2204303,BRANCA,3,2
PI,GEMINIANO,2204352,BRANCA,3,2
PI,GILBUÉS,2204402,BRANCA,3,2
PI,GUADALUPE,2204501,VÁRIAS,2,1
PI,GUARIBAS,2204550,PARDA,2,2
PI,HUGO NAPOLEÃO,2204600,BRANCA,2,2
PI,ILHA GRANDE,2204659,BRANCA,3,2
PI,INHUMA,2204709,PARDA,2,2
PI,IPIRANGA DO PIAUÍ,2204808,BRANCA,2,2
PI,ISAÍAS COELHO,2204907,VÁRIAS,2,1
PI,ITAINÓPOLIS,2205003,BRANCA,4,2
PI,ITAUEIRA,2205102,VÁRIAS,2,1
PI,JACOBINA DO PIAUÍ,2205151,VÁRIAS,2,1
PI,JAICÓS,2205201,BRANCA,3,2
PI,JARDIM DO MULATO,2205250,PARDA,2,2
PI,JATOBÁ DO PIAUÍ,2205276,PARDA,3,3
PI,JERUMENHA,2205300,PARDA,3,2
PI,JOÃO COSTA,2205359,PARDA,2,2
PI,JOAQUIM PIRES,2205409,PARDA,3,3
PI,JOCA MARQUES,2205458,BRANCA,4,3
PI,JOSÉ DE FREITAS,2205508,VÁRIAS,4,2
PI,JUAZEIRO DO PIAUÍ,2205516,BRANCA,3,3
PI,JÚLIO BORGES,2205524,PARDA,3,3
PI,JUREMA,2205532,PARDA,1,1
PI,LAGOA ALEGRE,2205557,PARDA,2,2
PI,LAGOA DE SÃO FRANCISCO,2205573,PARDA,2,2
PI,LAGOA DO BARRO DO PIAUÍ,2205565,PARDA,3,2
PI,LAGOA DO PIAUÍ,2205581,PARDA,2,2
PI,LAGOA DO SÍTIO,2205599,VÁRIAS,2,1
PI,LAGOINHA DO PIAUÍ,2205540,BRANCA,2,2
PI,LANDRI SALES,2205607,PARDA,3,2
PI,LUIS CORREIA,2205706,PARDA,7,5
PI,LUZILÂNDIA,2205805,BRANCA,4,4
PI,MADEIRO,2205854,PARDA,3,3
PI,MANOEL EMÍDIO,2205904,PARDA,4,2
PI,MARCOLÂNDIA,2205953,PARDA,2,2
PI,MARCOS PARENTE,2206001,PARDA,3,3
PI,MASSAPÊ DO PIAUÍ,2206050,BRANCA,2,2
PI,MATIAS OLÍMPIO,2206100,PARDA,5,4
PI,MIGUEL ALVES,2206209,PARDA,4,4
PI,MIGUEL LEÃO,2206308,BRANCA,2,2
PI,MILTON BRANDÃO,2206357,BRANCA,2,2
PI,MONSENHOR GIL,2206407,PARDA,2,2
PI,MONSENHOR HIPÓLITO,2206506,VÁRIAS,4,2
PI,MONTE ALEGRE DO PIAUÍ,2206605,PARDA,2,2
PI,MORRO CABEÇA NO TEMPO,2206654,VÁRIAS,4,2
PI,MORRO DO CHAPÉU DO PIAUÍ,2206670,VÁRIAS,2,1
PI,MURICI DOS PORTELAS,2206696,PARDA,2,2
PI,NAZARÉ DO PIAUÍ,2206704,PARDA,2,2
PI,NAZÁRIA,2206720,BRANCA,5,2
PI,NOSSA SENHORA DE NAZARÉ,2206753,PARDA,2,2
PI,NOSSA SENHORA DOS REMÉDIOS,2206803,PARDA,2,2
PI,NOVA SANTA RITA,2207959,VÁRIAS,2,1
PI,NOVO ORIENTE DO PIAUÍ,2206902,VÁRIAS,2,1
PI,NOVO SANTO ANTÔNIO,2206951,PARDA,2,2
PI,OEIRAS,2207009,VÁRIAS,2,1
PI,OLHO D'ÁGUA DO PIAUÍ,2207108,PARDA,2,2
PI,PADRE MARCOS,2207207,VÁRIAS,2,1
PI,PAES LANDIM,2207306,VÁRIAS,2,1
PI,PAJEÚ DO PIAUÍ,2207355,VÁRIAS,2,1
PI,PALMEIRA DO PIAUÍ,2207405,BRANCA,2,2
PI,PALMEIRAIS,2207504,VÁRIAS,2,1
PI,PAQUETÁ,2207553,PARDA,2,2
PI,PARNAGUÁ,2207603,VÁRIAS,2,1
PI,PARNAÍBA,2207702,VÁRIAS,4,2
PI,PASSAGEM FRANCA DO PIAUÍ,2207751,BRANCA,3,2
PI,PATOS DO PIAUÍ,2207777,VÁRIAS,2,1
PI,PAU D'ARCO DO PIAUÍ,2207793,PARDA,3,3
PI,PAULISTANA,2207801,BRANCA,3,2
PI,PAVUSSU,2207850,PRETA,2,2
PI,PEDRO II,2207900,BRANCA,3,2
PI,PEDRO LAURENTINO,2207934,VÁRIAS,2,1
PI,PICOS,2208007,VÁRIAS,4,2
PI,PIMENTEIRAS,2208106,VÁRIAS,2,1
PI,PIO IX,2208205,VÁRIAS,2,1
PI,PIRACURUCA,2208304,BRANCA,3,2
PI,PIRIPIRI,2208403,PARDA,5,3
PI,PORTO,2208502,PARDA,2,2
PI,PORTO ALEGRE DO PIAUÍ,2208551,VÁRIAS,2,1
PI,PRATA DO PIAUÍ,2208601,PARDA,2,2
PI,QUEIMADA NOVA,2208650,BRANCA,2,2
PI,REDENÇÃO DO GURGUÉIA,2208700,PARDA,3,3
PI,REGENERAÇÃO,2208809,PARDA,3,2
PI,RIACHO FRIO,2208858,BRANCA,4,3
PI,RIBEIRA DO PIAUÍ,2208874,VÁRIAS,2,1
PI,RIBEIRO GONÇALVES,2208908,PARDA,2,2
PI,RIO GRANDE DO PIAUÍ,2209005,PARDA,2,2
PI,SANTA CRUZ DO PIAUÍ,2209104,PARDA,2,2
PI,SANTA CRUZ DOS MILAGRES,2209153,PARDA,4,4
PI,SANTA FILOMENA,2209203,PARDA,4,2
PI,SANTA LUZ,2209302,PARDA,3,2
PI,SANTA ROSA DO PIAUÍ,2209377,VÁRIAS,2,1
PI,SANTANA DO PIAUÍ,2209351,BRANCA,2,2
PI,SANTO ANTÔNIO DE LISBOA,2209401,BRANCA,2,2
PI,SANTO ANTÔNIO DOS MILAGRES,2209450,PARDA,2,2
PI,SANTO INÁCIO DO PIAUÍ,2209500,PARDA,1,1
PI,SÃO BRAZ DO PIAUÍ,2209559,PARDA,3,3
PI,SÃO FÉLIX DO PIAUÍ,2209609,BRANCA,2,2
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,2209658,BRANCA,2,2
PI,SÃO FRANCISCO DO PIAUÍ,2209708,PARDA,2,2
PI,SÃO GONÇALO DO GURGUÉIA,2209757,PARDA,2,2
PI,SÃO GONÇALO DO PIAUÍ,2209807,BRANCA,2,2
PI,SÃO JOÃO DA CANABRAVA,2209856,VÁRIAS,2,1
PI,SÃO JOÃO DA FRONTEIRA,2209872,VÁRIAS,4,2
PI,SÃO JOÃO DA SERRA,2209906,PARDA,2,2
PI,SÃO JOÃO DA VARJOTA,2209955,VÁRIAS,2,1
PI,SÃO JOÃO DO ARRAIAL,2209971,PARDA,3,2
PI,SÃO JOÃO DO PIAUÍ,2210003,BRANCA,3,2
PI,SÃO JOSÉ DO DIVINO,2210052,VÁRIAS,2,1
PI,SÃO JOSÉ DO PEIXE,2210102,VÁRIAS,2,1
PI,SÃO JOSÉ DO PIAUÍ,2210201,BRANCA,3,2
PI,SÃO JULIÃO,2210300,PARDA,3,2
PI,SÃO LOURENÇO DO PIAUÍ,2210359,VÁRIAS,2,1
PI,SÃO LUIS DO PIAUÍ,2210375,PARDA,2,2
PI,SÃO MIGUEL DA BAIXA GRANDE,2210383,VÁRIAS,4,2
PI,SÃO MIGUEL DO FIDALGO,2210391,PARDA,2,2
PI,SÃO MIGUEL DO TAPUIO,2210409,BRANCA,3,2
PI,SÃO PEDRO DO PIAUÍ,2210508,BRANCA,3,2
PI,SÃO RAIMUNDO NONATO,2210607,PARDA,3,3
PI,SEBASTIÃO BARROS,2210623,VÁRIAS,2,1
PI,SEBASTIÃO LEAL,2210631,PARDA,2,2
PI,SIGEFREDO PACHECO,2210656,PARDA,3,2
PI,SIMÕES,2210706,BRANCA,1,1
PI,SIMPLÍCIO MENDES,2210805,VÁRIAS,2,1
PI,SOCORRO DO PIAUÍ,2210904,VÁRIAS,2,1
PI,SUSSUAPARA,2210938,PARDA,3,3
PI,TAMBORIL DO PIAUÍ,2210953,VÁRIAS,2,1
PI,TANQUE DO PIAUÍ,2210979,PARDA,2,2
PI,TERESINA,2211001,BRANCA,13,6
PI,UNIÃO,2211100,PARDA,8,4
PI,URUÇUÍ,2211209,BRANCA,4,4
PI,VALENÇA DO PIAUÍ,2211308,BRANCA,3,3
PI,VÁRZEA BRANCA,2211357,PARDA,3,3
PI,VÁRZEA GRANDE,2211407,PARDA,2,2
PI,VERA MENDES,2211506,BRANCA,2,2
PI,VILA NOVA DO PIAUÍ,2211605,PARDA,2,2
PI,WALL FERRAZ,2211704,VÁRIAS,2,1
PR,ABATIÁ,4100103,BRANCA,4,4
PR,ADRIANÓPOLIS,4100202,VÁRIAS,2,1
PR,AGUDOS DO SUL,4100301,BRANCA,3,2
PR,ALMIRANTE TAMANDARÉ,4100400,BRANCA,6,5
PR,ALTAMIRA DO PARANÁ,4100459,BRANCA,2,2
PR,ALTO PARAÍSO,4128625,VÁRIAS,2,1
PR,ALTO PARANÁ,4100608,BRANCA,4,3
PR,ALTO PIQUIRI,4100707,BRANCA,4,3
PR,ALTÔNIA,4100509,BRANCA,2,2
PR,ALVORADA DO SUL,4100806,VÁRIAS,2,1
PR,AMAPORÃ,4100905,BRANCA,2,2
PR,AMPÉRE,4101002,BRANCA,4,4
PR,ANAHY,4101051,VÁRIAS,2,1
PR,ANDIRÁ,4101101,BRANCA,3,2
PR,ÂNGULO,4101150,VÁRIAS,2,1
PR,ANTONINA,4101200,BRANCA,5,4
PR,ANTONIO OLINTO,4101309,BRANCA,2,2
PR,APUCARANA,4101408,BRANCA,6,6
PR,ARAPONGAS,4101507,BRANCA,7,6
PR,ARAPOTI,4101606,BRANCA,3,3
PR,ARAPUÃ,4101655,BRANCA,2,2
PR,ARARUNA,4101705,BRANCA,2,2
PR,ARAUCÁRIA,4101804,BRANCA,8,7
PR,ARIRANHA DO IVAÍ,4101853,BRANCA,3,3
PR,ASSAÍ,4101903,BRANCA,6,5
PR,ASSIS CHATEAUBRIAND,4102000,BRANCA,2,2
PR,ASTORGA,4102109,BRANCA,5,5
PR,ATALAIA,4102208,BRANCA,2,2
PR,BALSA NOVA,4102307,BRANCA,3,2
PR,BANDEIRANTES,4102406,BRANCA,2,2
PR,BARBOSA FERRAZ,4102505,BRANCA,3,3
PR,BARRA DO JACARÉ,4102703,BRANCA,4,4
PR,BARRACÃO,4102604,BRANCA,3,2
PR,BELA VISTA DA CAROBA,4102752,BRANCA,2,2
PR,BELA VISTA DO PARAÍSO,4102802,BRANCA,2,2
PR,BITURUNA,4102901,BRANCA,3,3
PR,BOA ESPERANÇA,4103008,VÁRIAS,2,1
PR,BOA ESPERANÇA DO IGUAÇU,4103024,BRANCA,2,2
PR,BOA VENTURA DE SÃO ROQUE,4103040,BRANCA,2,2
PR,BOA VISTA DA APARECIDA,4103057,BRANCA,2,2
PR,BOCAIÚVA DO SUL,4103107,BRANCA,4,3
PR,BOM JESUS DO SUL,4103156,BRANCA,3,3
PR,BOM SUCESSO,4103206,BRANCA,3,2
PR,BOM SUCESSO DO SUL,4103222,BRANCA,1,1
PR,BORRAZÓPOLIS,4103305,VÁRIAS,2,1
PR,BRAGANEY,4103354,BRANCA,2,2
PR,BRASILÂNDIA DO SUL,4103370,VÁRIAS,2,1
PR,CAFEARA,4103404,VÁRIAS,2,1
PR,CAFELÂNDIA,4103453,BRANCA,3,3
PR,CAFEZAL DO SUL,4103479,BRANCA,1,1
PR,CALIFÓRNIA,4103503,VÁRIAS,2,1
PR,CAMBARÁ,4103602,BRANCA,5,5
PR,CAMBÉ,4103701,BRANCA,6,6
PR,CAMBIRA,4103800,BRANCA,3,3
PR,CAMPINA DA LAGOA,4103909,BRANCA,3,3
PR,CAMPINA DO SIMÃO,4103958,BRANCA,4,3
PR,CAMPINA GRANDE DO SUL,4104006,BRANCA,5,4
PR,CAMPO BONITO,4104055,BRANCA,2,2
PR,CAMPO DO TENENTE,4104105,BRANCA,2,2
PR,CAMPO LARGO,4104204,BRANCA,6,4
PR,CAMPO MAGRO,4104253,BRANCA,4,3
PR,CAMPO MOURÃO,4104303,BRANCA,3,3
PR,CÂNDIDO DE ABREU,4104402,BRANCA,3,3
PR,CANDÓI,4104428,BRANCA,3,3
PR,CANTAGALO,4104451,BRANCA,3,3
PR,CAPANEMA,4104501,BRANCA,5,5
PR,CAPITÃO LEÔNIDAS MARQUES,4104600,BRANCA,4,4
PR,CARAMBEÍ,4104659,BRANCA,6,6
PR,CARLÓPOLIS,4104709,VÁRIAS,2,1
PR,CASCAVEL,4104808,BRANCA,8,8
PR,CASTRO,4104907,BRANCA,2,2
PR,CATANDUVAS,4105003,PARDA,1,1
PR,CENTENÁRIO DO SUL,4105102,BRANCA,3,2
PR,CERRO AZUL,4105201,BRANCA,5,4
PR,CÉU AZUL,4105300,BRANCA,5,4
PR,CHOPINZINHO,4105409,BRANCA,4,4
PR,CIANORTE,4105508,BRANCA,5,4
PR,CIDADE GAÚCHA,4105607,BRANCA,2,2
PR,CLEVELÂNDIA,4105706,BRANCA,3,2
PR,COLOMBO,4105805,BRANCA,6,6
PR,COLORADO,4105904,BRANCA,3,3
PR,CONGONHINHAS,4106001,BRANCA,3,3
PR,CONSELHEIRO MAIRINCK,4106100,PARDA,3,2
PR,CONTENDA,4106209,BRANCA,4,4
PR,CORBÉLIA,4106308,BRANCA,1,1
PR,CORNÉLIO PROCÓPIO,4106407,BRANCA,3,3
PR,CORONEL DOMINGOS SOARES,4106456,BRANCA,4,4
PR,CORONEL VIVIDA,4106506,BRANCA,3,3
PR,CORUMBATAÍ DO SUL,4106555,BRANCA,3,3
PR,CRUZ MACHADO,4106803,BRANCA,7,7
PR,CRUZEIRO DO IGUAÇU,4106571,BRANCA,3,3
PR,CRUZEIRO DO OESTE,4106605,BRANCA,6,4
PR,CRUZEIRO DO SUL,4106704,BRANCA,3,3
PR,CRUZMALTINA,4106852,BRANCA,2,2
PR,CURITIBA,4106902,BRANCA,16,16
PR,CURIÚVA,4107009,BRANCA,3,3
PR,DIAMANTE D'OESTE,4107157,BRANCA,2,2
PR,DIAMANTE DO NORTE,4107108,BRANCA,4,4
PR,DIAMANTE DO SUL,4107124,BRANCA,3,3
PR,DOIS VIZINHOS,4107207,BRANCA,5,5
PR,DOURADINA,4107256,BRANCA,5,3
PR,DOUTOR CAMARGO,4107306,BRANCA,3,3
PR,DOUTOR ULYSSES,4128633,VÁRIAS,2,1
PR,ENÉAS MARQUES,4107405,BRANCA,2,2
PR,ENGENHEIRO BELTRÃO,4107504,BRANCA,4,4
PR,ENTRE RIOS DO OESTE,4107538,BRANCA,3,3
PR,ESPERANÇA NOVA,4107520,BRANCA,2,2
PR,ESPIGÃO ALTO DO IGUAÇU,4107546,BRANCA,4,3
PR,FAROL,4107553,BRANCA,3,2
PR,FAXINAL,4107603,BRANCA,2,2
PR,FAZENDA RIO GRANDE,4107652,BRANCA,8,7
PR,FÊNIX,4107702,BRANCA,2,2
PR,FERNANDES PINHEIRO,4107736,BRANCA,2,2
PR,FIGUEIRA,4107751,BRANCA,4,3
PR,FLOR DA SERRA DO SUL,4107850,BRANCA,2,2
PR,FLORAÍ,4107801,BRANCA,2,2
PR,FLORESTA,4107900,BRANCA,2,2
PR,FLORESTÓPOLIS,4108007,VÁRIAS,2,1
PR,FLÓRIDA,4108106,BRANCA,2,2
PR,FORMOSA DO OESTE,4108205,BRANCA,3,3
