sigla_uf,nome_municipio,codigo_ibge,mais_comum,candidaturas,n_mais_comum
BA,POJUCA,2925204,PARDA,5,4
BA,PONTO NOVO,2925253,PARDA,2,2
BA,PORTO SEGURO,2925303,BRANCA,6,6
BA,POTIRAGUÁ,2925402,PARDA,2,2
BA,PRADO,2925501,BRANCA,4,2
BA,PRESIDENTE DUTRA,2925600,VÁRIAS,2,1
BA,PRESIDENTE JÂNIO QUADROS,2925709,BRANCA,3,2
BA,PRESIDENTE TANCREDO NEVES,2925758,PARDA,5,4
BA,QUEIMADAS,2925808,VÁRIAS,2,1
BA,QUINJINGUE,2925907,PARDA,2,2
BA,QUIXABEIRA,2925931,VÁRIAS,2,1
BA,RAFAEL JAMBEIRO,2925956,BRANCA,4,2
BA,REMANSO,2926004,PARDA,3,2
BA,RETIROLÂNDIA,2926103,PARDA,2,2
BA,RIACHÃO DAS NEVES,2926202,PARDA,2,2
BA,RIACHÃO DO JACUÍPE,2926301,VÁRIAS,3,1
BA,RIACHO DE SANTANA,2926400,BRANCA,3,2
BA,RIBEIRA DO AMPARO,2926509,PARDA,4,3
BA,RIBEIRA DO POMBAL,2926608,PARDA,2,2
BA,RIBEIRÃO DO LARGO,2926657,PARDA,3,2
BA,RIO DE CONTAS,2926707,BRANCA,2,2
BA,RIO DO ANTÔNIO,2926806,BRANCA,3,3
BA,RIO DO PIRES,2926905,VÁRIAS,2,1
BA,RIO REAL,2927002,VÁRIAS,4,2
BA,RODELAS,2927101,PARDA,2,2
BA,RUY BARBOSA,2927200,PARDA,3,2
BA,SALINAS DA MARGARIDA,2927309,BRANCA,6,3
BA,SALVADOR,2927408,PRETA,9,5
BA,SANTA BÁRBARA,2927507,PARDA,3,2
BA,SANTA BRÍGIDA,2927606,PARDA,3,2
BA,SANTA CRUZ CABRÁLIA,2927705,PARDA,7,6
BA,SANTA CRUZ DA VITÓRIA,2927804,VÁRIAS,4,2
BA,SANTA INÊS,2927903,PARDA,2,2
BA,SANTA LUZIA,2928059,PARDA,4,3
BA,SANTA MARIA DA VITÓRIA,2928109,VÁRIAS,4,2
BA,SANTA RITA DE CÁSSIA,2928406,PARDA,3,2
BA,SANTA TEREZINHA,2928505,VÁRIAS,4,2
BA,SANTALUZ,2928000,VÁRIAS,3,1
BA,SANTANA,2928208,BRANCA,3,2
BA,SANTANÓPOLIS,2928307,PARDA,2,2
BA,SANTO AMARO,2928604,PARDA,3,3
BA,SANTO ANTÔNIO DE JESUS,2928703,BRANCA,7,4
BA,SANTO ESTEVÃO,2928802,BRANCA,3,2
BA,SÃO DESIDÉRIO,2928901,VÁRIAS,2,1
BA,SÃO DOMINGOS,2928950,BRANCA,2,2
BA,SÃO FELIPE,2929107,VÁRIAS,2,1
BA,SÃO FÉLIX,2929008,PRETA,3,2
BA,SÃO FÉLIX DO CORIBE,2929057,BRANCA,3,3
BA,SÃO FRANCISCO DO CONDE,2929206,VÁRIAS,2,1
BA,SÃO GABRIEL,2929255,PARDA,3,3
BA,SÃO GONÇALO DOS CAMPOS,2929305,PARDA,5,3
BA,SÃO JOSÉ DA VITÓRIA,2929354,VÁRIAS,2,1
BA,SÃO JOSÉ DO JACUÍPE,2929370,VÁRIAS,3,1
BA,SÃO MIGUEL DAS MATAS,2929404,PARDA,4,3
BA,SÃO SEBASTIÃO DO PASSÉ,2929503,PARDA,5,3
BA,SAPEAÇU,2929602,VÁRIAS,5,2
BA,SÁTIRO DIAS,2929701,PARDA,3,2
BA,SAUBARA,2929750,PARDA,3,2
BA,SAÚDE,2929800,BRANCA,3,3
BA,SEABRA,2929909,VÁRIAS,3,1
BA,SEBASTIÃO LARANJEIRAS,2930006,VÁRIAS,2,1
BA,SENHOR DO BONFIM,2930105,BRANCA,4,3
BA,SENTO SÉ,2930204,VÁRIAS,2,1
BA,SERRA DO RAMALHO,2930154,PARDA,5,3
BA,SERRA DOURADA,2930303,BRANCA,2,2
BA,SERRA PRETA,2930402,VÁRIAS,4,2
BA,SERRINHA,2930501,BRANCA,5,3
BA,SERROLÂNDIA,2930600,VÁRIAS,2,1
BA,SIMÕES FILHO,2930709,PARDA,7,3
BA,SÍTIO DO MATO,2930758,PARDA,3,2
BA,SÍTIO DO QUINTO,2930766,VÁRIAS,2,1
BA,SOBRADINHO,2930774,PARDA,5,2
BA,SOUTO SOARES,2930808,PARDA,2,2
BA,TABOCAS DO BREJO VELHO,2930907,BRANCA,2,2
BA,TANHAÇU,2931004,BRANCA,4,4
BA,TANQUE NOVO,2931053,VÁRIAS,2,1
BA,TANQUINHO,2931103,VÁRIAS,2,1
BA,TAPEROÁ,2931202,BRANCA,3,2
BA,TAPIRAMUTÁ,2931301,PARDA,2,2
BA,TEIXEIRA DE FREITAS,2931350,BRANCA,8,5
BA,TEODORO SAMPAIO,2931400,VÁRIAS,2,1
BA,TEOFILÂNDIA,2931509,PARDA,3,3
BA,TEOLÂNDIA,2931608,PARDA,2,2
BA,TERRA NOVA,2931707,PARDA,4,3
BA,TREMEDAL,2931806,PARDA,4,3
BA,TUCANO,2931905,PARDA,7,4
BA,UAUÁ,2932002,BRANCA,4,2
BA,UBAÍRA,2932101,PARDA,3,2
BA,UBAITABA,2932200,PARDA,5,3
BA,UBATÃ,2932309,PARDA,3,2
BA,UIBAÍ,2932408,PARDA,3,2
BA,UMBURANAS,2932457,PARDA,4,4
BA,UNA,2932507,PARDA,4,2
BA,URANDI,2932606,PARDA,3,2
BA,URUÇUCA,2932705,PARDA,3,2
BA,UTINGA,2932804,PARDA,3,2
BA,VALENÇA,2932903,VÁRIAS,6,3
BA,VALENTE,2933000,BRANCA,4,3
BA,VÁRZEA DA ROÇA,2933059,PARDA,2,2
BA,VÁRZEA DO POÇO,2933109,BRANCA,2,2
BA,VÁRZEA NOVA,2933158,VÁRIAS,2,1
BA,VARZEDO,2933174,VÁRIAS,2,1
BA,VERA CRUZ,2933208,PARDA,4,2
BA,VEREDA,2933257,PARDA,2,2
BA,VITÓRIA DA CONQUISTA,2933307,VÁRIAS,7,3
BA,WAGNER,2933406,VÁRIAS,2,1
BA,WANDERLEY,2933455,VÁRIAS,2,1
BA,WENCESLAU GUIMARÃES,2933505,VÁRIAS,2,1
BA,XIQUE-XIQUE,2933604,PARDA,2,2
CE,ABAIARA,2300101,BRANCA,2,2
CE,ACARAPE,2300150,PARDA,3,2
CE,ACARAÚ,2300200,PARDA,3,2
CE,ACOPIARA,2300309,BRANCA,2,2
CE,AIUABA,2300408,PARDA,2,2
CE,ALCÂNTARAS,2300507,VÁRIAS,2,1
CE,ALTANEIRA,2300606,VÁRIAS,2,1
CE,ALTO SANTO,2300705,VÁRIAS,2,1
CE,AMONTADA,2300754,BRANCA,6,3
CE,ANTONINA DO NORTE,2300804,BRANCA,5,3
CE,APUIARÉS,2300903,BRANCA,2,2
CE,AQUIRAZ,2301000,BRANCA,2,2
CE,ARACATI,2301109,BRANCA,2,2
CE,ARACOIABA,2301208,PARDA,3,2
CE,ARARENDÁ,2301257,VÁRIAS,2,1
CE,ARARIPE,2301307,VÁRIAS,2,1
CE,ARATUBA,2301406,PARDA,3,2
CE,ARNEIROZ,2301505,PARDA,3,2
CE,ASSARÉ,2301604,BRANCA,4,3
CE,AURORA,2301703,PARDA,3,3
CE,BAIXIO,2301802,BRANCA,2,2
CE,BANABUIÚ,2301851,PARDA,2,2
CE,BARBALHA,2301901,BRANCA,2,2
CE,BARREIRA,2301950,VÁRIAS,3,1
CE,BARRO,2302008,BRANCA,3,2
CE,BARROQUINHA,2302057,VÁRIAS,2,1
CE,BATURITÉ,2302107,BRANCA,5,3
CE,BEBERIBE,2302206,BRANCA,4,3
CE,BELA CRUZ,2302305,PARDA,4,3
CE,BOA VIAGEM,2302404,VÁRIAS,3,1
CE,BREJO SANTO,2302503,BRANCA,3,2
CE,CAMOCIM,2302602,PARDA,2,2
CE,CAMPOS SALES,2302701,BRANCA,4,3
CE,CANINDÉ,2302800,BRANCA,6,4
CE,CAPISTRANO,2302909,BRANCA,3,3
CE,CARIDADE,2303006,PARDA,2,2
CE,CARIRÉ,2303105,PARDA,3,2
CE,CARIRIAÇU,2303204,PARDA,4,3
CE,CARIÚS,2303303,PARDA,3,2
CE,CARNAUBAL,2303402,BRANCA,2,2
CE,CASCAVEL,2303501,PARDA,4,4
CE,CATARINA,2303600,BRANCA,2,2
CE,CATUNDA,2303659,PARDA,3,2
CE,CAUCAIA,2303709,PARDA,9,6
CE,CEDRO,2303808,BRANCA,4,3
CE,CHAVAL,2303907,PARDA,3,2
CE,CHORÓ,2303931,PARDA,3,2
CE,CHOROZINHO,2303956,VÁRIAS,2,1
CE,COREAÚ,2304004,BRANCA,2,2
CE,CRATEÚS,2304103,BRANCA,5,3
CE,CRATO,2304202,BRANCA,4,3
CE,CROATÁ,2304236,PARDA,2,2
CE,CRUZ,2304251,PARDA,3,3
CE,DEPUTADO IRAPUAN PINHEIRO,2304269,VÁRIAS,2,1
CE,ERERÊ,2304277,BRANCA,2,2
CE,EUSÉBIO,2304285,PARDA,3,2
CE,FARIAS BRITO,2304301,BRANCA,2,2
CE,FORQUILHA,2304350,VÁRIAS,2,1
CE,FORTALEZA,2304400,BRANCA,11,7
CE,FORTIM,2304459,VÁRIAS,2,1
CE,FRECHEIRINHA,2304509,VÁRIAS,2,1
CE,GENERAL SAMPAIO,2304608,PARDA,3,3
CE,GRAÇA,2304657,VÁRIAS,2,1
CE,GRANJA,2304707,VÁRIAS,2,1
CE,GRANJEIRO,2304806,VÁRIAS,2,1
CE,GROAÍRAS,2304905,VÁRIAS,4,2
CE,GUAIÚBA,2304954,PARDA,6,3
CE,GUARACIABA DO NORTE,2305001,PARDA,3,2
CE,GUARAMIRANGA,2305100,VÁRIAS,2,1
CE,HIDROLÂNDIA,2305209,BRANCA,3,2
CE,HORIZONTE,2305233,PARDA,5,3
CE,IBARETAMA,2305266,PARDA,4,3
CE,IBIAPINA,2305308,VÁRIAS,2,1
CE,IBICUITINGA,2305332,PARDA,2,2
CE,ICAPUÍ,2305357,PARDA,4,4
CE,ICÓ,2305407,BRANCA,5,3
CE,IGUATU,2305506,VÁRIAS,9,4
CE,INDEPENDÊNCIA,2305605,BRANCA,4,4
CE,IPAPORANGA,2305654,VÁRIAS,2,1
CE,IPAUMIRIM,2305704,VÁRIAS,4,2
CE,IPU,2305803,BRANCA,4,2
CE,IPUEIRAS,2305902,BRANCA,4,3
CE,IRACEMA,2306009,VÁRIAS,2,1
CE,IRAUÇUBA,2306108,PARDA,2,2
CE,ITAIÇABA,2306207,VÁRIAS,2,1
CE,ITAITINGA,2306256,BRANCA,3,2
CE,ITAPAGÉ,2306306,VÁRIAS,6,3
CE,ITAPIPOCA,2306405,BRANCA,5,4
CE,ITAPIÚNA,2306504,PARDA,3,3
CE,ITAREMA,2306553,PARDA,4,3
CE,ITATIRA,2306603,PARDA,4,3
CE,JAGUARETAMA,2306702,BRANCA,1,1
CE,JAGUARIBARA,2306801,BRANCA,2,2
CE,JAGUARIBE,2306900,BRANCA,5,4
CE,JAGUARUANA,2307007,BRANCA,3,3
CE,JARDIM,2307106,BRANCA,3,2
CE,JATI,2307205,VÁRIAS,2,1
CE,JIJOCA DE JERICOACOARA,2307254,PARDA,5,3
CE,JUAZEIRO DO NORTE,2307304,BRANCA,5,3
CE,JUCÁS,2307403,BRANCA,3,2
CE,LAVRAS DA MANGABEIRA,2307502,VÁRIAS,2,1
CE,LIMOEIRO DO NORTE,2307601,BRANCA,8,7
CE,MADALENA,2307635,VÁRIAS,2,1
CE,MARACANAÚ,2307650,BRANCA,6,3
CE,MARANGUAPE,2307700,PARDA,6,4
CE,MARCO,2307809,PARDA,4,4
CE,MARTINÓPOLE,2307908,BRANCA,2,2
CE,MASSAPÊ,2308005,BRANCA,5,3
CE,MAURITI,2308104,PARDA,4,3
CE,MERUOCA,2308203,PARDA,2,2
CE,MILAGRES,2308302,VÁRIAS,3,1
CE,MILHÃ,2308351,BRANCA,2,2
CE,MIRAÍMA,2308377,BRANCA,3,3
CE,MISSÃO VELHA,2308401,BRANCA,2,2
CE,MOMBAÇA,2308500,BRANCA,3,2
CE,MONSENHOR TABOSA,2308609,PARDA,2,2
CE,MORADA NOVA,2308708,BRANCA,5,4
CE,MORAÚJO,2308807,VÁRIAS,2,1
CE,MORRINHOS,2308906,PARDA,4,4
CE,MUCAMBO,2309003,PARDA,2,2
CE,MULUNGU,2309102,PARDA,2,2
CE,NOVA OLINDA,2309201,PARDA,2,2
CE,NOVA RUSSAS,2309300,BRANCA,2,2
CE,NOVO ORIENTE,2309409,VÁRIAS,2,1
CE,OCARA,2309458,PARDA,3,2
CE,ORÓS,2309508,BRANCA,3,3
CE,PACAJUS,2309607,PARDA,6,3
CE,PACATUBA,2309706,BRANCA,5,3
CE,PACOTI,2309805,BRANCA,3,2
CE,PACUJÁ,2309904,VÁRIAS,2,1
CE,PALHANO,2310001,PARDA,3,2
CE,PALMÁCIA,2310100,BRANCA,3,2
CE,PARACURU,2310209,BRANCA,6,4
CE,PARAIPABA,2310258,PARDA,4,3
CE,PARAMBU,2310308,VÁRIAS,2,1
CE,PARAMOTI,2310407,PARDA,4,4
CE,PEDRA BRANCA,2310506,BRANCA,5,5
CE,PENAFORTE,2310605,PARDA,2,2
CE,PENTECOSTE,2310704,PARDA,5,3
CE,PEREIRO,2310803,VÁRIAS,2,1
CE,PINDORETAMA,2310852,PARDA,6,5
CE,PIQUET CARNEIRO,2310902,BRANCA,3,2
CE,PIRES FERREIRA,2310951,VÁRIAS,2,1
CE,PORANGA,2311009,BRANCA,3,2
CE,PORTEIRAS,2311108,BRANCA,2,2
CE,POTENGI,2311207,BRANCA,3,2
CE,POTIRETAMA,2311231,VÁRIAS,2,1
CE,QUITERIANÓPOLIS,2311264,VÁRIAS,2,1
CE,QUIXADÁ,2311306,PARDA,5,2
CE,QUIXELÔ,2311355,BRANCA,3,2
CE,QUIXERAMOBIM,2311405,PARDA,5,3
CE,QUIXERÉ,2311504,VÁRIAS,2,1
CE,REDENÇÃO,2311603,PARDA,3,3
CE,RERIUTABA,2311702,BRANCA,3,2
CE,RUSSAS,2311801,PARDA,3,3
CE,SABOEIRO,2311900,BRANCA,4,3
CE,SALITRE,2311959,VÁRIAS,2,1
CE,SANTA QUITÉRIA,2312205,VÁRIAS,2,1
CE,SANTANA DO ACARAÚ,2312007,PARDA,3,2
CE,SANTANA DO CARIRI,2312106,PARDA,3,2
CE,SÃO BENEDITO,2312304,BRANCA,4,3
CE,SÃO GONÇALO DO AMARANTE,2312403,BRANCA,6,4
CE,SÃO JOÃO DO JAGUARIBE,2312502,BRANCA,2,2
CE,SÃO LUÍS DO CURU,2312601,PARDA,5,4
CE,SENADOR POMPEU,2312700,PARDA,4,2
CE,SENADOR SÁ,2312809,PARDA,3,2
CE,SOBRAL,2312908,BRANCA,2,2
CE,SOLONÓPOLE,2313005,BRANCA,3,2
CE,TABULEIRO DO NORTE,2313104,BRANCA,2,2
CE,TAMBORIL,2313203,VÁRIAS,4,2
CE,TARRAFAS,2313252,BRANCA,3,2
CE,TAUÁ,2313302,BRANCA,6,4
CE,TEJUÇUOCA,2313351,VÁRIAS,2,1
CE,TIANGUÁ,2313401,BRANCA,5,4
CE,TRAIRI,2313500,BRANCA,3,3
CE,TURURU,2313559,VÁRIAS,4,2
CE,UBAJARA,2313609,VÁRIAS,2,1
CE,UMARI,2313708,PARDA,3,2
CE,UMIRIM,2313757,VÁRIAS,2,1
CE,URUBURETAMA,2313807,VÁRIAS,3,1
CE,URUOCA,2313906,PARDA,2,2
CE,VARJOTA,2313955,VÁRIAS,2,1
CE,VÁRZEA ALEGRE,2314003,PARDA,3,2
CE,VIÇOSA DO CEARÁ,2314102,PARDA,5,3
ES,AFONSO CLÁUDIO,3200102,BRANCA,7,5
ES,ÁGUA DOCE DO NORTE,3200169,BRANCA,4,2
ES,ÁGUIA BRANCA,3200136,BRANCA,3,3
ES,ALEGRE,3200201,BRANCA,7,6
ES,ALFREDO CHAVES,3200300,BRANCA,3,3
ES,ALTO RIO NOVO,3200359,BRANCA,3,3
ES,ANCHIETA,3200409,BRANCA,4,3
ES,APIACÁ,3200508,BRANCA,7,6
ES,ARACRUZ,3200607,PARDA,7,4
ES,ATÍLIO VIVÁCQUA,3200706,BRANCA,3,3
ES,BAIXO GUANDU,3200805,BRANCA,6,3
ES,BARRA DE SÃO FRANCISCO,3200904,PARDA,3,3
ES,BOA ESPERANÇA,3201001,BRANCA,2,2
ES,BOM JESUS DO NORTE,3201100,BRANCA,6,5
ES,BREJETUBA,3201159,BRANCA,3,3
ES,CACHOEIRO DE ITAPEMIRIM,3201209,BRANCA,13,8
ES,CARIACICA,3201308,PARDA,14,8
ES,CASTELO,3201407,BRANCA,7,7
ES,COLATINA,3201506,BRANCA,10,7
ES,CONCEIÇÃO DA BARRA,3201605,BRANCA,6,4
ES,CONCEIÇÃO DO CASTELO,3201704,BRANCA,4,4
ES,DIVINO DE SÃO LOURENÇO,3201803,BRANCA,3,2
ES,DOMINGOS MARTINS,3201902,BRANCA,6,5
ES,DORES DO RIO PRETO,3202009,BRANCA,3,3
ES,ECOPORANGA,3202108,PARDA,4,3
ES,FUNDÃO,3202207,PARDA,3,2
ES,GOVERNADOR LINDENBERG,3202256,BRANCA,2,2
ES,GUAÇUÍ,3202306,BRANCA,3,2
ES,GUARAPARI,3202405,BRANCA,10,6
ES,IBATIBA,3202454,BRANCA,3,3
ES,IBIRAÇU,3202504,BRANCA,4,3
ES,IBITIRAMA,3202553,BRANCA,4,4
ES,ICONHA,3202603,BRANCA,2,2
ES,IRUPI,3202652,BRANCA,3,3
ES,ITAGUAÇU,3202702,BRANCA,2,2
ES,ITAPEMIRIM,3202801,BRANCA,4,3
ES,ITARANA,3202900,PARDA,4,3
ES,IÚNA,3203007,BRANCA,4,4
ES,JAGUARÉ,3203056,PARDA,4,3
ES,JERÔNIMO MONTEIRO,3203106,BRANCA,2,2
ES,JOÃO NEIVA,3203130,BRANCA,4,3
ES,LARANJA DA TERRA,3203163,BRANCA,3,2
ES,LINHARES,3203205,BRANCA,6,4
ES,MANTENÓPOLIS,3203304,BRANCA,2,2
ES,MARATAÍZES,3203320,BRANCA,3,3
ES,MARECHAL FLORIANO,3203346,BRANCA,3,3
ES,MARILÂNDIA,3203353,BRANCA,3,2
ES,MIMOSO DO SUL,3203403,PARDA,5,3
ES,MONTANHA,3203502,PARDA,3,2
ES,MUCURICI,3203601,PARDA,3,2
ES,MUNIZ FREIRE,3203700,BRANCA,4,3
ES,MUQUI,3203809,BRANCA,4,4
ES,NOVA VENÉCIA,3203908,BRANCA,7,5
ES,PANCAS,3204005,BRANCA,5,4
ES,PEDRO CANÁRIO,3204054,BRANCA,2,2
ES,PINHEIROS,3204104,PARDA,6,3
ES,PIÚMA,3204203,PARDA,5,3
ES,PONTO BELO,3204252,VÁRIAS,2,1
ES,PRESIDENTE KENNEDY,3204302,BRANCA,4,3
ES,RIO BANANAL,3204351,VÁRIAS,4,2
ES,RIO NOVO DO SUL,3204401,BRANCA,3,3
ES,SANTA LEOPOLDINA,3204500,BRANCA,2,2
ES,SANTA MARIA DE JETIBÁ,3204559,BRANCA,3,2
ES,SANTA TERESA,3204609,BRANCA,5,4
ES,SÃO DOMINGOS DO NORTE,3204658,BRANCA,5,4
ES,SÃO GABRIEL DA PALHA,3204708,BRANCA,8,5
ES,SÃO JOSÉ DO CALÇADO,3204807,BRANCA,3,3
ES,SÃO MATEUS,3204906,BRANCA,10,6
ES,SÃO ROQUE DO CANAÃ,3204955,BRANCA,3,3
ES,SERRA,3205002,PARDA,9,5
ES,SOORETAMA,3205010,VÁRIAS,4,2
ES,VARGEM ALTA,3205036,BRANCA,6,6
ES,VENDA NOVA DO IMIGRANTE,3205069,BRANCA,5,5
ES,VIANA,3205101,BRANCA,6,4
ES,VILA PAVÃO,3205150,PARDA,3,2
ES,VILA VALÉRIO,3205176,VÁRIAS,6,3
ES,VILA VELHA,3205200,BRANCA,11,9
ES,VITÓRIA,3205309,BRANCA,14,11
GO,ABADIA DE GOIÁS,5200050,PARDA,4,4
GO,ABADIÂNIA,5200100,BRANCA,4,2
GO,ACREÚNA,5200134,BRANCA,5,4
GO,ADELÂNDIA,5200159,BRANCA,5,3
GO,ÁGUA FRIA DE GOIÁS,5200175,PARDA,3,2
GO,ÁGUA LIMPA,5200209,BRANCA,2,2
GO,ÁGUAS LINDAS DE GOIÁS,5200258,VÁRIAS,6,3
GO,ALEXÂNIA,5200308,BRANCA,3,2
GO,ALOÂNDIA,5200506,BRANCA,2,2
GO,ALTO HORIZONTE,5200555,PARDA,5,3
GO,ALTO PARAÍSO DE GOIÁS,5200605,PARDA,4,2
GO,ALVORADA DO NORTE,5200803,PARDA,3,2
GO,AMARALINA,5200829,PARDA,3,3
GO,AMERICANO DO BRASIL,5200852,BRANCA,2,2
GO,AMORINÓPOLIS,5200902,BRANCA,2,2
GO,ANÁPOLIS,5201108,BRANCA,9,5
GO,ANHANGÜERA,5201207,VÁRIAS,2,1
GO,ANICUNS,5201306,BRANCA,5,3
GO,APARECIDA DE GOIÂNIA,5201405,BRANCA,4,4
GO,APARECIDA DO RIO DOCE,5201454,VÁRIAS,6,3
GO,APORÉ,5201504,BRANCA,5,4
GO,ARAÇU,5201603,PARDA,1,1
GO,ARAGARÇAS,5201702,PARDA,5,3
GO,ARAGOIÂNIA,5201801,BRANCA,6,4
GO,ARAGUAPAZ,5202155,BRANCA,3,2
GO,ARENÓPOLIS,5202353,BRANCA,3,3
GO,ARUANÃ,5202502,BRANCA,4,3
GO,AURILÂNDIA,5202601,PRETA,3,2
GO,AVELINÓPOLIS,5202809,VÁRIAS,2,1
GO,BALIZA,5203104,PARDA,2,2
GO,BARRO ALTO,5203203,BRANCA,2,2
GO,BELA VISTA DE GOIÁS,5203302,BRANCA,3,2
GO,BOM JARDIM DE GOIÁS,5203401,VÁRIAS,4,2
GO,BOM JESUS DE GOIÁS,5203500,BRANCA,3,2
GO,BONFINÓPOLIS,5203559,BRANCA,3,3
GO,BONÓPOLIS,5203575,VÁRIAS,3,1
GO,BRAZABRANTES,5203609,BRANCA,4,2
GO,BRITÂNIA,5203807,VÁRIAS,2,1
GO,BURITI ALEGRE,5203906,PARDA,5,3
GO,BURITI DE GOIÁS,5203939,PARDA,3,3
GO,BURITINÓPOLIS,5203962,BRANCA,3,3
GO,CABECEIRAS,5204003,PARDA,2,2
GO,CACHOEIRA ALTA,5204102,VÁRIAS,4,2
GO,CACHOEIRA DE GOIÁS,5204201,PARDA,2,2
GO,CACHOEIRA DOURADA,5204250,PARDA,6,4
GO,CAÇU,5204300,BRANCA,4,3
GO,CAIAPÔNIA,5204409,BRANCA,7,6
GO,CALDAS NOVAS,5204508,BRANCA,5,3
GO,CALDAZINHA,5204557,BRANCA,3,2
GO,CAMPESTRE DE GOIÁS,5204607,VÁRIAS,2,1
GO,CAMPINAÇU,5204656,BRANCA,3,2
GO,CAMPINORTE,5204706,PARDA,4,3
GO,CAMPO ALEGRE DE GOIÁS,5204805,VÁRIAS,2,1
GO,CAMPO LIMPO DE GOIÁS,5204854,BRANCA,3,2
GO,CAMPOS BELOS,5204904,VÁRIAS,5,2
GO,CAMPOS VERDES,5204953,BRANCA,4,4
GO,CARMO DO RIO VERDE,5205000,VÁRIAS,2,1
GO,CASTELÂNDIA,5205059,BRANCA,2,2
GO,CATALÃO,5205109,BRANCA,5,4
GO,CATURAÍ,5205208,PARDA,4,3
GO,CAVALCANTE,5205307,PARDA,8,4
GO,CERES,5205406,BRANCA,2,2
GO,CEZARINA,5205455,PARDA,5,3
GO,CHAPADÃO DO CÉU,5205471,BRANCA,2,2
GO,CIDADE OCIDENTAL,5205497,VÁRIAS,4,2
GO,COCALZINHO DE GOIÁS,5205513,PARDA,6,4
GO,COLINAS DO SUL,5205521,PARDA,3,2
GO,CÓRREGO DO OURO,5205703,BRANCA,2,2
GO,CORUMBÁ DE GOIÁS,5205802,PARDA,4,2
GO,CORUMBAÍBA,5205901,BRANCA,2,2
GO,CRISTALINA,5206206,BRANCA,7,6
GO,CRISTIANÓPOLIS,5206305,BRANCA,4,3
GO,CRIXÁS,5206404,PARDA,5,3
GO,CROMÍNIA,5206503,VÁRIAS,2,1
GO,CUMARI,5206602,BRANCA,2,2
GO,DAMIANÓPOLIS,5206701,PARDA,2,2
GO,DAMOLÂNDIA,5206800,PARDA,2,2
GO,DAVINÓPOLIS,5206909,BRANCA,1,1
GO,DIORAMA,5207105,BRANCA,3,2
GO,DIVINÓPOLIS DE GOIÁS,5208301,PARDA,3,2
GO,DOVERLÂNDIA,5207253,AMARELA,3,2
GO,EDEALINA,5207352,BRANCA,3,2
GO,EDÉIA,5207402,PARDA,3,2
GO,ESTRELA DO NORTE,5207501,PARDA,2,2
GO,FAINA,5207535,PARDA,4,3
GO,FAZENDA NOVA,5207600,BRANCA,3,2
GO,FIRMINÓPOLIS,5207808,BRANCA,4,3
GO,FLORES DE GOIÁS,5207907,VÁRIAS,3,1
GO,FORMOSA,5208004,PARDA,8,4
GO,FORMOSO,5208103,VÁRIAS,2,1
GO,GAMELEIRA DE GOIÁS,5208152,BRANCA,2,2
GO,GOIANÁPOLIS,5208400,VÁRIAS,6,3
GO,GOIANDIRA,5208509,VÁRIAS,2,1
GO,GOIANÉSIA,5208608,BRANCA,5,4
GO,GOIÂNIA,5208707,BRANCA,16,8
GO,GOIANIRA,5208806,PARDA,4,2
GO,GOIÁS,5208905,PARDA,6,4
GO,GOIATUBA,5209101,BRANCA,5,4
GO,GOUVELÂNDIA,5209150,BRANCA,2,2
GO,GUAPÓ,5209200,PARDA,3,2
GO,GUARAÍTA,5209291,VÁRIAS,2,1
GO,GUARANI DE GOIÁS,5209408,VÁRIAS,2,1
GO,GUARINOS,5209457,PARDA,2,2
GO,HEITORAÍ,5209606,PARDA,3,2
GO,HIDROLÂNDIA,5209705,BRANCA,4,3
GO,HIDROLINA,5209804,PARDA,3,2
GO,IACIARA,5209903,PARDA,3,2
GO,INACIOLÂNDIA,5209937,VÁRIAS,2,1
GO,INDIARA,5209952,BRANCA,2,2
GO,INHUMAS,5210000,BRANCA,3,2
GO,IPAMERI,5210109,BRANCA,4,3
GO,IPIRANGA DE GOIÁS,5210158,BRANCA,2,2
GO,IPORÁ,5210208,VÁRIAS,6,3
GO,ISRAELÂNDIA,5210307,PARDA,2,2
GO,ITABERAÍ,5210406,BRANCA,4,3
GO,ITAGUARI,5210562,BRANCA,3,2
GO,ITAGUARU,5210604,PARDA,4,3
GO,ITAJÁ,5210802,BRANCA,2,2
GO,ITAPACI,5210901,BRANCA,5,3
GO,ITAPIRAPUÃ,5211008,VÁRIAS,2,1
GO,ITAPURANGA,5211206,PARDA,5,3
GO,ITARUMÃ,5211305,VÁRIAS,3,1
GO,ITAUÇU,5211404,BRANCA,3,3
GO,ITUMBIARA,5211503,BRANCA,5,4
GO,IVOLÂNDIA,5211602,VÁRIAS,2,1
GO,JANDAIA,5211701,BRANCA,3,2
GO,JARAGUÁ,5211800,BRANCA,4,3
GO,JATAÍ,5211909,VÁRIAS,6,3
GO,JAUPACI,5212006,VÁRIAS,2,1
GO,JESÚPOLIS,5212055,PARDA,4,3
GO,JOVIÂNIA,5212105,BRANCA,4,3
GO,JUSSARA,5212204,PARDA,3,2
GO,LAGOA SANTA,5212253,BRANCA,4,4
GO,LEOPOLDO DE BULHÕES,5212303,BRANCA,3,3
GO,LUZIÂNIA,5212501,BRANCA,6,4
GO,MAIRIPOTABA,5212600,BRANCA,1,1
GO,MAMBAÍ,5212709,PARDA,3,2
GO,MARA ROSA,5212808,BRANCA,3,2
GO,MARZAGÃO,5212907,PARDA,2,2
